company_id,year,free_cash_flow,cfo_quality_score,cfo_quality_label,capex_intensity,fcf_conversion,pattern_label
BHARTIARTL,Mar 2017,-2400.0,6.668238622966282,High Quality,32.13642267566095,-6.793093688083782,Shareholder Returns
BHARTIARTL,Mar 2018,1914.0,13.66941391941392,High Quality,33.80970244073622,6.363243458891585,Mixed
BHARTIARTL,Mar 2019,-8216.0,11.889810426540285,High Quality,35.01609309234959,-31.88945815867101,Mixed
BHARTIARTL,Mar 2020,-11469.0,-0.5912144534307331,Accrual Risk,33.81121557248769,-31.32750614586179,Mixed
BHARTIARTL,Mar 2021,20919.0,-3.8988191523778712,Accrual Risk,27.118947284726087,46.200225269992714,Reinvestor
BHARTIARTL,Mar 2022,13539.0,6.624563515954245,High Quality,35.58907565188293,23.532172280738344,Shareholder Returns
BHARTIARTL,Mar 2023,26093.0,5.31659477496541,High Quality,28.19504833087786,36.60942279091955,Shareholder Returns
BHARTIARTL,Mar 2024,27809.0,9.219210095816779,High Quality,34.063420943846594,35.51959331732489,Shareholder Returns
BHEL,Mar 2013,646.0,0.26281189302256086,Accrual Risk,2.2759339917796453,6.81219023515765,Mixed
BHEL,Mar 2014,3644.0,1.2884066247858366,High Quality,2.19408002831071,79.58069447477615,Mixed
BHEL,Mar 2015,1471.0,0.5662068965517242,Moderate,2.0751524438910702,68.70621205044371,Liquidating Assets
BHEL,Mar 2016,397.0,-0.5297450424929179,Accrual Risk,0.09017839639286414,-29.255711127487103,Liquidating Assets
BHEL,Mar 2017,-5.0,1.2307692307692308,High Quality,1.9848937291410504,-0.45662100456621,Shareholder Returns
BHEL,Mar 2018,1950.0,2.2579908675799087,High Quality,3.333680230339612,117.96733212341198,Liquidating Assets
BHEL,Mar 2019,-1941.0,-3.852295409181637,Accrual Risk,6.303997897572352,-95.52165354330708,Other
BHEL,Mar 2020,-1015.0,1.9700272479564032,High Quality,8.745282579322556,763.1578947368421,Distress Signal
BHEL,Mar 2021,518.0,-0.2074074074074074,Accrual Risk,0.2426483332370443,-16.98917677927189,Reinvestor
BHEL,Mar 2022,-458.0,1.4831460674157304,High Quality,5.270850030644477,-55.31400966183575,Shareholder Returns
BHEL,Mar 2023,739.0,-1.1330275229357798,Accrual Risk,6.334260646265783,70.78544061302682,Distress Signal
BHEL,Mar 2024,-2382.0,-13.166666666666666,Accrual Risk,5.570669233666764,-335.0210970464135,Distress Signal
BOSCHLTD,Dec 2012,47.0,0.9091858037578288,Moderate,9.516110405358587,3.4814814814814814,Reinvestor
BOSCHLTD,Dec 2013,211.0,1.1943502824858756,High Quality,9.660842754367934,16.369278510473233,Shareholder Returns
BOSCHLTD,Mar 2015,213.0,1.0433482810164425,High Quality,9.78818467648519,10.752145381120647,Shareholder Returns
BOSCHLTD,Mar 2016,323.0,0.8608752449379491,Moderate,10.256674569631997,17.199148029818957,Reinvestor
BOSCHLTD,Mar 2017,2703.0,0.8368753589890867,Moderate,11.940584571154767,137.69740193581254,Liquidating Assets
BOSCHLTD,Mar 2018,559.0,1.261123267687819,High Quality,10.008554319931566,26.70807453416149,Shareholder Returns
BOSCHLTD,Mar 2019,2359.0,0.3710888610763454,Accrual Risk,14.6131568059578,109.51717734447539,Liquidating Assets
BOSCHLTD,Mar 2020,463.0,2.0553846153846154,High Quality,8.870148343832554,31.22049898853675,Shareholder Returns
BOSCHLTD,Mar 2021,372.0,1.7323651452282158,High Quality,4.764354805515538,31.986242476354253,Shareholder Returns
BOSCHLTD,Mar 2022,238.0,0.22267871815940837,Accrual Risk,0.28008827024274313,16.27906976744186,Reinvestor
BOSCHLTD,Mar 2023,1476.0,0.8525280898876404,Moderate,1.7549735414294325,81.54696132596685,Liquidating Assets
BOSCHLTD,Mar 2024,1536.0,0.5032128514056224,Moderate,1.6918754110121361,73.31742243436754,Liquidating Assets
BPCL,Mar 2013,2322.0,3.0609504132231407,High Quality,1.4881431656488329,34.61022507080042,Shareholder Returns
BPCL,Mar 2014,2707.0,2.3656550703182826,High Quality,2.602289530710496,28.755045676651797,Shareholder Returns
BPCL,Mar 2015,10206.0,4.0814639905549,High Quality,4.342987163950238,104.3558282208589,Shareholder Returns
BPCL,Mar 2016,1886.0,1.3745827667202373,High Quality,4.916007773607007,14.540127977796624,Shareholder Returns
BPCL,Mar 2017,-6233.0,0.9509834858525297,Moderate,7.589527505453389,-45.22237538997316,Mixed
BPCL,Mar 2018,4002.0,1.1303104575163399,High Quality,2.9954004959833824,26.12783182085265,Shareholder Returns
BPCL,Mar 2019,-294.0,1.1910178236397748,High Quality,3.5043892886602777,-1.9454737956590789,Mixed
BPCL,Mar 2020,-3254.0,2.1497545008183305,High Quality,3.912893749209339,-36.25626740947075,Mixed
BPCL,Mar 2021,20981.0,1.3542147806004619,High Quality,1.0748530440411694,99.90476643969335,Shareholder Returns
BPCL,Mar 2022,12198.0,1.7407978085944187,High Quality,2.3466583619528762,63.74039818153315,Shareholder Returns
BPCL,Mar 2023,4660.0,5.849835757860159,High Quality,1.6496649316232272,42.75621616662079,Shareholder Returns
BPCL,Mar 2024,25415.0,1.3379500353698945,High Quality,2.3480024906099985,57.65391769883399,Shareholder Returns
BRITANNIA,Mar 2013,348.0,1.2307692307692308,High Quality,0.45270816491511723,82.6603325415677,Liquidating Assets
BRITANNIA,Mar 2014,425.0,1.6987341772151898,High Quality,3.558512946622306,67.78309409888357,Shareholder Returns
BRITANNIA,Mar 2015,134.0,0.8476052249637155,Moderate,5.726648002036142,15.402298850574713,Reinvestor
BRITANNIA,Mar 2016,254.0,1.1624242424242424,High Quality,8.395855662736691,20.751633986928105,Shareholder Returns
BRITANNIA,Mar 2017,291.0,0.49830508474576274,Accrual Risk,1.656726308813784,22.769953051643192,Reinvestor
BRITANNIA,Mar 2018,292.0,1.2440239043824701,High Quality,9.653015937058704,19.453697534976683,Shareholder Returns
BRITANNIA,Mar 2019,304.0,1.000865800865801,High Quality,7.706919945725915,17.551963048498845,Shareholder Returns
BRITANNIA,Mar 2020,-41.0,1.0652797704447632,High Quality,13.155172413793103,-2.224633749321758,Mixed
BRITANNIA,Mar 2021,2309.0,1.0135062128579146,High Quality,3.296285018270402,92.02869669190913,Liquidating Assets
BRITANNIA,Mar 2022,2214.0,0.8575197889182058,Moderate,6.46576117713639,100.59064061790095,Liquidating Assets
BRITANNIA,Mar 2023,1019.0,1.0906735751295338,High Quality,9.24483160542298,35.99434828682445,Shareholder Returns
BRITANNIA,Mar 2024,3050.0,1.2057169634489222,High Quality,2.844534557815016,96.30565203662772,Liquidating Assets
CANBK,Mar 2013,7575.0,2.674457429048414,High Quality,1.2767830936307603,104.96050990716364,Shareholder Returns
CANBK,Mar 2014,13864.0,5.330838323353293,High Quality,0.960323477381855,143.87712743877128,Shareholder Returns
CANBK,Mar 2015,5240.0,2.1644489935175706,High Quality,2.5198000593431176,50.863909920403806,Shareholder Returns
CANBK,Mar 2016,8903.0,-3.686785009861933,Accrual Risk,1.0059265650900338,50.059038515603035,Reinvestor
CANBK,Mar 2017,2099.0,1.824946846208363,High Quality,1.1481776298333213,13.377095150086035,Mixed
CANBK,Mar 2018,-11607.0,2.871159308029951,High Quality,1.1778933365582296,-45.37174575873661,Growth Funded by Debt
CANBK,Mar 2019,17492.0,26.20258620689655,High Quality,1.5536693708160414,64.30409528711124,Shareholder Returns
CANBK,Mar 2020,-5734.0,2.7532535137948986,High Quality,0.8943105769810487,-21.388339736655603,Growth Funded by Debt
CANBK,Mar 2021,58002.0,19.99256002705445,High Quality,1.5885442614550267,133.53132122384142,Mixed
CANBK,Mar 2022,-510.0,0.14923676518350112,Accrual Risk,2.0236780241878383,-1.2368133866860678,Mixed
CANBK,Mar 2023,-41134.0,-3.523843102688409,Accrual Risk,1.3459859113931418,-96.17039184513233,Growth Funded by Debt
CANBK,Mar 2024,13296.0,0.9769495487306019,Moderate,1.583438141857961,28.81289819269276,Reinvestor
CHOLAFIN,Mar 2013,-3749.0,-12.188311688311689,Accrual Risk,0.19455252918287938,-544.9127906976744,Distress Signal
CHOLAFIN,Mar 2014,-2530.0,-6.649456521739131,Accrual Risk,2.531259530344617,-271.45922746781116,Growth Funded by Debt
CHOLAFIN,Mar 2015,-2304.0,-5.099099099099099,Accrual Risk,1.0767160161507403,-217.15362865221488,Growth Funded by Debt
CHOLAFIN,Mar 2016,-2946.0,-4.885217391304348,Accrual Risk,3.251067869008068,-232.70142180094786,Growth Funded by Debt
CHOLAFIN,Mar 2017,-1690.0,-2.0445682451253484,Accrual Risk,4.729441840647635,-127.83661119515885,Growth Funded by Debt
CHOLAFIN,Mar 2018,-7986.0,-8.633986928104575,Accrual Risk,1.0793308148947653,-550.3790489317712,Growth Funded by Debt
CHOLAFIN,Mar 2019,-9328.0,-7.783625730994152,Accrual Risk,0.15475520540236354,-571.5686274509804,Growth Funded by Debt
CHOLAFIN,Mar 2020,-2129.0,-1.9686907020872866,Accrual Risk,0.6198347107438017,-87.938868236266,Growth Funded by Debt
CHOLAFIN,Mar 2021,-10594.0,-5.817225509533202,Accrual Risk,18.21976416571011,-363.68005492619295,Growth Funded by Debt
CHOLAFIN,Mar 2022,-3931.0,-2.586350974930362,Accrual Risk,16.160819865983445,-134.34723171565278,Distress Signal
CHOLAFIN,Mar 2023,-29253.0,-10.170731707317072,Accrual Risk,16.671841043154302,-807.870753935377,Growth Funded by Debt
CHOLAFIN,Mar 2024,-38538.0,-10.433625730994152,Accrual Risk,14.898502322183374,-715.6545961002786,Growth Funded by Debt
CIPLA,Mar 2013,-665.0,0.9048543689320389,Moderate,24.918468414059667,-10.964550700741963,Mixed
CIPLA,Mar 2014,298.0,1.1132478632478633,High Quality,12.434876634227859,3.712932967854473,Shareholder Returns
CIPLA,Mar 2015,223.0,0.9544344995931652,Moderate,8.373732921992067,2.428400304911249,Mixed
CIPLA,Mar 2016,-2792.0,1.2588575560375994,High Quality,32.871646120377086,-24.68611847922193,Mixed
CIPLA,Mar 2017,1078.0,2.301449275362319,High Quality,9.059330276504099,9.060346276685157,Shareholder Returns
CIPLA,Mar 2018,629.0,1.0324629498941424,High Quality,5.5027711797308,5.1017925216968125,Shareholder Returns
CIPLA,Mar 2019,3.0,1.133378016085791,High Quality,10.316587214276982,0.022615906520919715,Shareholder Returns
CIPLA,Mar 2020,3182.0,2.0453333333333332,High Quality,0.6654214335745973,22.84934654602901,Liquidating Assets
CIPLA,Mar 2021,1381.0,1.571787358727501,High Quality,12.390396659707724,9.264104112162071,Shareholder Returns
CIPLA,Mar 2022,1468.0,1.3058500196309384,High Quality,8.537425906354823,8.529428853640114,Shareholder Returns
CIPLA,Mar 2023,862.0,1.1429579950582422,High Quality,10.442579000571353,4.862913234796344,Shareholder Returns
CIPLA,Mar 2024,1152.0,0.9951853635050554,Moderate,11.569799022270505,5.912847097469589,Reinvestor
COALINDIA,Mar 2013,7276.0,0.5248329108089421,Moderate,2.683630294423378,14.489405767086188,Reinvestor
COALINDIA,Mar 2014,23105.0,0.9611566966649021,Moderate,12.151597552685248,43.724688694598996,Liquidating Assets
COALINDIA,Mar 2015,15276.0,1.0477161797916514,High Quality,1.2061521856449002,26.90526093312433,Liquidating Assets
COALINDIA,Mar 2016,21308.0,0.9219878040232705,Moderate,10.472508701403784,36.02549579860348,Liquidating Assets
COALINDIA,Mar 2017,16916.0,1.7738146551724139,High Quality,0.5821094109820377,25.741067624322845,Liquidating Assets
COALINDIA,Mar 2018,13368.0,3.000142085819835,High Quality,9.088029656046173,17.59966296276792,Shareholder Returns
COALINDIA,Mar 2019,8460.0,0.9365551992670637,Moderate,7.928825336894745,11.343675833679722,Reinvestor
COALINDIA,Mar 2020,6010.0,0.2980239520958084,Accrual Risk,1.0751457119067445,8.067114093959733,Liquidating Assets
COALINDIA,Mar 2021,10774.0,0.8338844276491891,Moderate,0.20216381934107922,15.090058545057284,Liquidating Assets
COALINDIA,Mar 2022,15392.0,2.365462078490045,High Quality,23.43799845053092,18.109300547091006,Shareholder Returns
COALINDIA,Mar 2023,12269.0,1.1264382309365444,High Quality,16.972629690709716,13.049351201871943,Shareholder Returns
COALINDIA,Mar 2024,13617.0,0.48443897348069254,Accrual Risk,3.151963126387679,14.432126505002543,Reinvestor
DABUR,Mar 2013,248.0,1.1357702349869452,High Quality,10.13029315960912,25.0,Shareholder Returns
DABUR,Mar 2014,994.0,1.1986899563318778,High Quality,1.4735052422782657,85.54216867469879,Shareholder Returns
DABUR,Mar 2015,171.0,0.9803370786516854,Moderate,11.237973059653624,12.954545454545455,Reinvestor
DABUR,Mar 2016,457.0,0.9465709728867624,Moderate,9.383033419023135,30.10540184453228,Reinvestor
DABUR,Mar 2017,420.0,0.95859375,Moderate,10.598896769109535,27.77777777777778,Reinvestor
DABUR,Mar 2018,551.0,0.8041237113402062,Moderate,7.005957005957006,34.07544836116265,Reinvestor
DABUR,Mar 2019,1837.0,1.0366528354080222,High Quality,3.969465648854962,105.57471264367817,Liquidating Assets
DABUR,Mar 2020,1097.0,1.1146408839779005,High Quality,5.952792170408751,61.21651785714286,Shareholder Returns
DABUR,Mar 2021,711.0,1.247787610619469,High Quality,14.683120686048944,35.514485514485514,Shareholder Returns
DABUR,Mar 2022,529.0,1.034443168771527,High Quality,11.690697033703739,23.490230905861456,Shareholder Returns
DABUR,Mar 2023,905.0,0.8747795414462081,Moderate,5.056374674761492,41.859389454209065,Reinvestor
DABUR,Mar 2024,1042.0,1.1115405853119824,High Quality,7.828119961302805,43.416666666666664,Shareholder Returns
DIVISLAB,Mar 2013,225.0,0.7973421926910299,Moderate,11.888111888111888,27.573529411764707,Reinvestor
DIVISLAB,Mar 2014,252.0,0.720569210866753,Moderate,12.045813586097946,24.75442043222004,Reinvestor
DIVISLAB,Mar 2015,305.0,0.9694835680751174,Moderate,16.725521669341894,26.001705029838025,Reinvestor
DIVISLAB,Mar 2016,632.0,0.9218472468916519,Moderate,10.752118644067798,44.41321152494729,Reinvestor
DIVISLAB,Mar 2017,10.0,1.0849056603773586,High Quality,28.051181102362204,0.6896551724137931,Mixed
DIVISLAB,Mar 2018,298.0,0.8848346636259977,Moderate,12.284759701876125,23.483057525610718,Reinvestor
DIVISLAB,Mar 2019,269.0,0.70509977827051,Moderate,13.849575414476345,14.354322305229456,Reinvestor
DIVISLAB,Mar 2020,1133.0,0.8830791575889615,Moderate,1.538746755654431,62.048192771084345,Reinvestor
DIVISLAB,Mar 2021,2022.0,0.9813508064516129,Moderate,1.076194575979337,70.52668294384374,Liquidating Assets
DIVISLAB,Mar 2022,-283.0,0.6459459459459459,Moderate,24.497767857142858,-7.284427284427284,Reinvestor
DIVISLAB,Mar 2023,-248.0,1.3481359649122806,High Quality,34.852581434273205,-10.464135021097047,Shareholder Returns
DIVISLAB,Mar 2024,992.0,0.788125,Moderate,3.4289356277884,44.8868778280543,Reinvestor
DLF,Mar 2013,4004.0,3.0119940029985006,High Quality,25.6657661134697,152.06988226357768,Liquidating Assets
DLF,Mar 2014,5392.0,2.488135593220339,High Quality,47.288503253796094,216.2855996791015,Liquidating Assets
DLF,Mar 2015,2135.0,4.017751479289941,High Quality,1.2812132304876453,70.836098208361,Liquidating Assets
DLF,Mar 2016,2139.0,9.695081967213115,High Quality,8.240983276244208,53.933434190620275,Shareholder Returns
DLF,Mar 2017,-26.0,-1.268361581920904,Accrual Risk,10.60698211896363,-0.7544979686593152,Distress Signal
DLF,Mar 2018,-1832.0,0.060308242126423946,Accrual Risk,31.34039063664828,-77.03952901597981,Reinvestor
DLF,Mar 2019,2046.0,1.5547945205479452,High Quality,0.03585943103036098,95.25139664804469,Cash Accumulator
DLF,Mar 2020,6864.0,-0.6033898305084746,Accrual Risk,106.98668420187407,598.9528795811518,Liquidating Assets
DLF,Mar 2021,1610.0,1.348107109879963,High Quality,2.7705947543405984,109.59836623553439,Liquidating Assets
DLF,Mar 2022,3099.0,1.888,High Quality,4.67028161623229,177.79690189328744,Liquidating Assets
DLF,Mar 2023,1914.0,1.1676499508357916,High Quality,8.094820017559263,110.89223638470452,Shareholder Returns
DLF,Mar 2024,1010.0,0.9320851688693098,Moderate,23.79025984129454,47.55178907721281,Mixed
DMART,Mar 2013,-104.0,1.351063829787234,High Quality,6.914097575576175,-48.372093023255815,Mixed
DMART,Mar 2014,-72.0,1.2298136645962734,High Quality,5.761843790012804,-21.114369501466275,Mixed
DMART,Mar 2015,-252.0,1.0471698113207548,High Quality,7.361391520422426,-55.26315789473685,Mixed
DMART,Mar 2016,-200.0,1.353125,High Quality,7.374184529356944,-30.120481927710845,Mixed
DMART,Mar 2017,-2027.0,0.9498956158663883,Moderate,20.860648848545974,-209.18472652218782,Mixed
DMART,Mar 2018,1194.0,0.9057071960297767,Moderate,3.086542938867824,88.24833702882484,Liquidating Assets
DMART,Mar 2019,-151.0,0.8946784922394678,Moderate,4.788802799300175,-9.246785058175137,Mixed
DMART,Mar 2020,-3377.0,0.9838585703305149,Moderate,18.725371934057097,-158.6936090225564,Mixed
DMART,Mar 2021,265.0,1.2511373976342128,High Quality,4.59760593132585,15.18624641833811,Shareholder Returns
DMART,Mar 2022,83.0,0.9195710455764075,Moderate,4.161286157024794,3.317346123101519,Reinvestor
DMART,Mar 2023,317.0,1.1059714045416316,High Quality,5.399159663865547,8.711184391316296,Shareholder Returns
DMART,Mar 2024,278.0,1.082807570977918,High Quality,4.8593199314812265,6.770579639551875,Shareholder Returns
DRREDDY,Mar 2013,-59.0,0.9024230517354289,Moderate,12.144004056452294,-2.210565754964406,Reinvestor
DRREDDY,Mar 2014,366.0,1.0035659704533877,High Quality,11.956764815505032,11.258074438634265,Shareholder Returns
DRREDDY,Mar 2015,154.0,1.0804794520547945,High Quality,15.775810424016509,4.389965792474344,Shareholder Returns
DRREDDY,Mar 2016,1653.0,1.5312060065696855,High Quality,10.341726618705035,46.10878661087866,Shareholder Returns
DRREDDY,Mar 2017,254.0,1.6594427244582044,High Quality,13.313609467455622,10.275080906148867,Shareholder Returns
DRREDDY,Mar 2018,320.0,1.903907074973601,High Quality,10.384426860864085,13.611229264142919,Shareholder Returns
DRREDDY,Mar 2019,2101.0,1.471794871794872,High Quality,4.9779906784049714,66.11076148521082,Shareholder Returns
DRREDDY,Mar 2020,2489.0,1.472852912142152,High Quality,2.825826340126734,100.48445700444087,Shareholder Returns
DRREDDY,Mar 2021,1315.0,1.8288934426229508,High Quality,11.838513229735405,33.9442436757873,Shareholder Returns
DRREDDY,Mar 2022,246.0,1.2882676443629697,High Quality,11.90531445811093,6.528662420382165,Shareholder Returns
DRREDDY,Mar 2023,1779.0,1.3064122476148214,High Quality,16.65585731657884,27.496136012364758,Shareholder Returns
DRREDDY,Mar 2024,509.0,0.8144496235209753,Moderate,14.401485130841454,6.416235976301525,Reinvestor
EICHERMOT,Dec 2012,-277.0,1.0442105263157895,High Quality,12.097026604068857,-50.36363636363637,Shareholder Returns
EICHERMOT,Dec 2013,-74.0,1.3638095238095238,High Quality,11.600587371512482,-10.34965034965035,Shareholder Returns
EICHERMOT,Dec 2014,-167.0,1.4914529914529915,High Quality,13.893339436942092,-14.937388193202148,Shareholder Returns
EICHERMOT,Mar 2016,462.0,1.093423019431988,High Quality,16.215778389761866,27.337278106508876,Shareholder Returns
EICHERMOT,Mar 2017,-36.0,1.0245950809838031,High Quality,24.797383762263614,-1.6559337626494939,Mixed
EICHERMOT,Mar 2018,337.0,1.2663265306122449,High Quality,23.92638036809816,11.997152011391954,Shareholder Returns
EICHERMOT,Mar 2019,915.0,0.7149341806627326,Moderate,6.7367561498417885,31.508264462809915,Reinvestor
EICHERMOT,Mar 2020,186.0,0.9272030651340997,Moderate,16.473672711383003,8.520384791571232,Reinvestor
EICHERMOT,Mar 2021,66.0,1.2553823311061618,High Quality,18.63532110091743,3.701626472237801,Shareholder Returns
EICHERMOT,Mar 2022,544.0,0.9105545617173524,Moderate,9.545542823849292,24.97704315886134,Reinvestor
EICHERMOT,Mar 2023,426.0,0.9687714481811942,Moderate,16.597424179476526,12.362159024956473,Reinvestor
EICHERMOT,Mar 2024,890.0,0.9307673081729567,Moderate,17.138364779874212,20.559020559020556,Reinvestor
GAIL,Mar 2013,-2023.0,1.5120219830547286,High Quality,16.9223525718994,-27.238454288407166,Mixed
GAIL,Mar 2014,149.0,0.9642707898035938,Moderate,7.230632235084594,1.8652979469203805,Reinvestor
GAIL,Mar 2015,1405.0,1.3335443037974684,High Quality,4.638604950707598,24.951163203693838,Shareholder Returns
GAIL,Mar 2016,3056.0,2.113127001067236,High Quality,1.7366914490999559,67.3721340388007,Shareholder Returns
GAIL,Mar 2017,5690.0,1.7854179016004743,High Quality,0.6879222277146152,94.50257432320213,Shareholder Returns
GAIL,Mar 2018,6109.0,1.8249739854318419,High Quality,4.881092190252496,78.30043578569598,Shareholder Returns
GAIL,Mar 2019,2283.0,1.2183732641538227,High Quality,7.4826092663079145,22.97242906017307,Shareholder Returns
GAIL,Mar 2020,46.0,0.8770362585391487,Moderate,11.444055269036653,0.509864774994458,Mixed
GAIL,Mar 2021,4353.0,1.463942699007,High Quality,8.087568848915847,60.082815734989644,Shareholder Returns
GAIL,Mar 2022,3930.0,0.7656046814044213,Moderate,5.917861377600517,25.921772970120706,Reinvestor
GAIL,Mar 2023,-4248.0,0.5727305218012866,Moderate,5.116429140236703,-56.64,Mixed
GAIL,Mar 2024,4360.0,1.270928001615672,High Quality,6.174377758429158,30.459689814167945,Shareholder Returns
GODREJCP,Mar 2013,-45.0,0.9704142011834319,Moderate,13.490330630068623,-4.522613065326634,Mixed
GODREJCP,Mar 2014,622.0,1.3626373626373627,High Quality,6.500855375707331,53.207869974337044,Shareholder Returns
GODREJCP,Mar 2015,-209.0,1.0522540983606556,High Quality,14.940166807687657,-15.155910079767947,Shareholder Returns
GODREJCP,Mar 2016,225.0,1.0192539109506618,High Quality,7.383665716999051,13.578756789378394,Shareholder Returns
GODREJCP,Mar 2017,-383.0,1.4220183486238531,High Quality,24.201553733275787,-20.08390141583639,Mixed
GODREJCP,Mar 2018,1387.0,1.0544675642594858,High Quality,3.4122067634812634,66.55470249520154,Shareholder Returns
GODREJCP,Mar 2019,2003.0,0.7382578992314262,Moderate,2.6565832848555364,93.94934333958724,Liquidating Assets
GODREJCP,Mar 2020,1036.0,1.0607882431529727,High Quality,5.569569165573605,48.09656453110492,Shareholder Returns
GODREJCP,Mar 2021,1738.0,1.179546775130738,High Quality,2.64756550911234,72.4468528553564,Shareholder Returns
GODREJCP,Mar 2022,607.0,0.8137969713965227,Moderate,6.875203649397197,25.197177251971777,Reinvestor
GODREJCP,Mar 2023,397.0,1.263807285546416,High Quality,13.172123760889157,16.250511665984448,Shareholder Returns
GODREJCP,Mar 2024,-1365.0,-3.6898395721925135,Accrual Risk,24.36861520998865,-46.16165032127156,Mixed
GRASIM,Mar 2013,-1445.0,1.1228163049232398,High Quality,20.376939338564622,-24.392302498311953,Mixed
GRASIM,Mar 2014,1213.0,1.2014218009478672,High Quality,8.245384914051746,24.679552390640897,Shareholder Returns
GRASIM,Mar 2015,2235.0,1.7792408985282726,High Quality,7.433667359929413,43.44867807153966,Shareholder Returns
GRASIM,Mar 2016,1353.0,1.6984081041968162,High Quality,13.091889697567199,22.889527998646592,Shareholder Returns
GRASIM,Mar 2017,3779.0,1.7164390014130946,High Quality,9.728845514029057,51.157438743739,Shareholder Returns
GRASIM,Mar 2018,-2594.0,-1.1225596529284165,Accrual Risk,2.7659498336136257,-22.338959696865313,Distress Signal
GRASIM,Mar 2019,-3871.0,-0.6043715846994535,Accrual Risk,2.865284974093264,-23.263221153846153,Growth Funded by Debt
GRASIM,Mar 2020,5256.0,2.5033890646181653,High Quality,16.650061536658267,50.670008676371346,Shareholder Returns
GRASIM,Mar 2021,7929.0,2.157578359811078,High Quality,9.35291346002827,42.54896699758519,Shareholder Returns
GRASIM,Mar 2022,5985.0,0.6280563983580225,Moderate,1.1003019822154418,29.293720326954137,Reinvestor
GRASIM,Mar 2023,-26397.0,-1.1450622856111212,Accrual Risk,11.657187550477357,-122.2706007689101,Growth Funded by Debt
GRASIM,Mar 2024,-33833.0,-1.0798911948418295,Accrual Risk,17.647238467528897,-124.40889869461299,Growth Funded by Debt
HAL,Mar 2017,2598.0,-0.16169724770642202,Accrual Risk,16.83008356545961,80.28430160692213,Other
HAL,Mar 2018,-140.0,-0.36940110719677904,Accrual Risk,3.2075166045682812,-4.046242774566474,Other
HAL,Mar 2019,-2402.0,-3.279624893435635,Accrual Risk,26.44942023190724,-52.571678704311665,Distress Signal
HAL,Mar 2020,203.0,0.5408163265306123,Moderate,6.2205642340872,4.159836065573771,Mixed
HAL,Mar 2021,13934.0,4.669342389626428,High Quality,5.200594353640416,260.88747425575735,Shareholder Returns
HAL,Mar 2022,-2609.0,2.0015729453401496,High Quality,51.94557270511779,-48.13653136531365,Shareholder Returns
HAL,Mar 2023,3102.0,1.5205644467389434,High Quality,21.29382055852644,46.51372019793072,Shareholder Returns
HAL,Mar 2024,1814.0,1.0830809743252139,High Quality,21.105296073203647,18.607036619140423,Shareholder Returns
HAVELLS,Mar 2013,494.0,1.0981067125645438,High Quality,2.018220042046251,73.29376854599407,Shareholder Returns
HAVELLS,Mar 2014,492.0,1.946188340807175,High Quality,4.6702273009564035,63.32046332046332,Shareholder Returns
HAVELLS,Mar 2015,478.0,2.501298701298701,High Quality,5.727444496929617,63.3112582781457,Shareholder Returns
HAVELLS,Mar 2016,392.0,0.3946153846153846,Accrual Risk,1.5933631814590465,49.246231155778894,Reinvestor
HAVELLS,Mar 2017,547.0,1.5526315789473684,High Quality,3.588907014681892,67.11656441717791,Shareholder Returns
HAVELLS,Mar 2018,154.0,1.6641452344931922,High Quality,11.65598817151306,14.908034849951598,Shareholder Returns
HAVELLS,Mar 2019,686.0,0.6357868020304569,Moderate,1.8365928720341504,57.695542472666105,Liquidating Assets
HAVELLS,Mar 2020,279.0,1.125170068027211,High Quality,5.805084745762712,26.14807872539831,Shareholder Returns
HAVELLS,Mar 2021,-103.0,0.632183908045977,Moderate,7.296547767045998,-6.482064191315293,Mixed
HAVELLS,Mar 2022,969.0,1.4448160535117056,High Quality,5.445544554455446,54.59154929577464,Shareholder Returns
HAVELLS,Mar 2023,596.0,0.5270522388059702,Moderate,0.1833126367453137,36.76742751388032,Liquidating Assets
HAVELLS,Mar 2024,335.0,1.5365853658536586,High Quality,8.703604088219473,17.809675704412548,Shareholder Returns
HCLTECH,Jun 2013,2131.0,1.111881188118812,High Quality,9.229506274187873,37.517605633802816,Shareholder Returns
HCLTECH,Jun 2014,1615.0,0.9891237745098039,Moderate,15.063464410154307,20.099564405724955,Reinvestor
HCLTECH,Jun 2015,3451.0,0.7544265867611005,Moderate,5.689218277431133,40.66698090973368,Reinvestor
HCLTECH,Mar 2016,1615.0,,Accrual Risk,,,Reinvestor
HCLTECH,Mar 2017,5105.0,1.0452010225424122,High Quality,8.177766565758493,49.13378248315688,Shareholder Returns
HCLTECH,Mar 2018,6092.0,0.9548268745700528,Moderate,4.421681267179498,54.17037168771118,Reinvestor
HCLTECH,Mar 2019,5715.0,0.8864624505928854,Moderate,5.388319790821983,41.03834554071521,Reinvestor
HCLTECH,Mar 2020,1027.0,1.2081939043140093,High Quality,17.44863885901862,5.9309309309309315,Shareholder Returns
HCLTECH,Mar 2021,13953.0,1.756468797564688,High Quality,7.515355735682353,69.59796488427773,Shareholder Returns
HCLTECH,Mar 2022,18497.0,1.2497226946683428,High Quality,1.8645433211521172,90.10180719957134,Liquidating Assets
HCLTECH,Mar 2023,14436.0,1.2131357359380264,High Quality,3.5217237028859802,63.79706558246421,Shareholder Returns
HCLTECH,Mar 2024,15840.0,1.428898790579249,High Quality,6.012027694631208,65.45995536821225,Shareholder Returns
